index,original_text,text,category,quarter,ground_truth
19172,"So, I guess China can celebrate Thanksgiving with as many people as they want. #MAGA #ChinaVirus @realDonaldTrump",so i guess china can celebrate thanksgiving with as many people as they want,asian,Q4_2020,0
19173,"Hey #FauciFraud, where s the #science for face coverings? You missed alerting us to #ChinaVirus, you wrongly told Trump not to stop flights, you ve been working on AIDS decades &amp; still no vax. Incompetent.",hey faucifraud where s the science for face coverings you missed alerting us to chinavirus you wrongly told trump not to stop flights you ve been working on aids decades  still no vax incompetent,asian,Q4_2020,1
19174,This seems like a completely reasonable use of police resources to effectively stop the spread of the #CCPVirus . It was never about your safety. It was always about you giving up your rights.,this seems like a completely reasonable use of police resources to effectively stop the spread of the ccpvirus  it was never about your safety it was always about you giving up your rights,asian,Q4_2020,0
19181,"I'm sorry, I missed YOUR cure for the #ChineseVirus. Could you retweet it, please. #MAGA",im sorry i missed your cure for the chinesevirus could you retweet it please,asian,Q4_2020,1
19200,"""Corona ka shikaar bankar mat rona Is mahamari ka karan hai china ! Ab haath acche se dona Varna Aspataal mein jaake rahna !!"" My niece's Hindi #exam had a question to write a slogan on #coronavirus and she comes up with this #ChinaVirus",corona ka shikaar bankar mat rona is mahamari ka karan hai china  ab haath acche se dona varna aspataal mein jaake rahna  my nieces hindi exam had a question to write a slogan on coronavirus and she comes up with this,asian,Q4_2020,0
19203,"Sorry but you are making this up as you go along. Shut the airport's, no one in, no one out and definitely not from #China #ChinaLiedPeopleDied",sorry but you are making this up as you go along shut the airports no one in no one out and definitely not from,asian,Q4_2020,0
19205,"So CCP is now campaigning for the disqualification of the 117 pro-democracy district councillors. The vacant seats will set to be filled with CCP lackeys, to ensure the council is pro-Beijing control. A complete contempt to voices in HK. #CCP_is_terrorist",so ccp is now caigning for the disqualification of the 117 prodemocracy district councillors the vacant seats will set to be filled with ccp lackeys to ensure the council is probeijing control a complete contempt to voices in hk,asian,Q4_2020,0
19209,It's not the Democrats! It's not the GOP!! This is the #CCP!! FB has hired Chinese Nationals to create censorship. STOP CALLING IT TRUMP VIRUS - this is the #CCP_is_terrorist ... NY Post? Censored? Being sent onto your feed last?? Positive for #CCP #hateSpeechEngineering is real.,its not the democrats its not the gop this is the ccp fb has hired chinese nationals to create censorship stop calling it trump virus  this is the ccp_is_terrorist  ny post censored being sent onto your feed last positive for is real,asian,Q4_2020,1
19213,Guess Russian made #ChinaVirus #vaccine didn't work that well,guess russian made didnt work that well,asian,Q4_2020,0
19217,Start of #WuhanVirus #ChineseVirus outbreak #CPP welded their own ppl shut2clamp down on spread of #COVID19 @Europarl_EN showing signs of delusion &amp; condescension of #WhiteMansBurden aka #WhiteSupremacy The truth is their economy wld collapse w/o slave labour from China,start of outbreak cpp welded their own ppl shut2cl down on spread of covid19 showing signs of delusion  condescension of whitemansburden aka whitesupremacy the truth is their economy wld collapse wo slave labour from china,asian,Q4_2020,1
19225,Is it me or are all of @JoeBiden s enemies getting the #ChineseVirus all of the sudden? I guess @SenSchumer wasn t kidding when he said nothing is off the table. #DemocratsAreCorrupt,is it me or are all of s enemies getting the chinesevirus all of the sudden i guess wasn t kidding when he said nothing is off the table,asian,Q4_2020,1
19231,#CCP_is_terrorist Fraud in the presidential election is the same as terrorist acts. Biden and Obama should be designated as terrorists.,fraud in the presidential election is the same as terrorist acts biden and obama should be designated as terrorists,asian,Q4_2020,1
19247,"In this episode of Common Sense, Rudy Giuliani sits down with Steve Bannon to discuss what the American people need to know about the Biden Crime Family s relationship with China. #CCPLiedPeopleDied #CCPVirus #TakeDownTheCCP",in this episode of common sense rudy giuliani sits down with steve bannon to discuss what the american people need to know about the biden crime family s relationship with china,asian,Q4_2020,0
19251,So many jobs wiped out in #2020 all because the #COVID19 outbreak in #Wuhan was suppressed by the #ChineseCommunistParty in late 2019 let s not be swayed by #China s offer of assistance &amp; friendship #ChinaLiedPeopleDied #Wuhanvirus #NoToChina,so many jobs wiped out in 2020 all because the covid19 outbreak in wuhan was suppressed by the chinesecommunistparty in late 2019 let s not be swayed by china s offer of assistance  friendship,asian,Q4_2020,0
19252,"#CommunistChinesePartyVirus, the #CCPVirus is #Bioweapon . The world is to wake up, stand up and #TakeDownTheCCP as there is no Vaccine for all the Bioweapon made in CCP military lab.",the ccpvirus is bioweapon  the world is to wake up stand up and takedowntheccp as there is no vaccine for all the bioweapon made in ccp military lab,asian,Q4_2020,1
19261,Everything is for sale in #Chinkestan to the #CCP_is_terrorist org from Agriculture land in West Punjab to two islands just off Karachi. @Arzookazmi30 @Qta_Balochistan @kakar_harsha @SengeHSering @arifaajakia @GordonGChang @Nadirbalochs @Gulalai_Ismail @TarekFatah,everything is for sale in chinkestan to the ccp_is_terrorist org from agriculture land in west punjab to two islands just off karachi,asian,Q4_2020,1
19262,LA County probing if fast-spreading coronavirus strain linked to surge in cases,la county probing if fastspreading coronavirus strain linked to surge in cases,asian,Q4_2020,0
19263,#ChinaVirus #WuhanVirus I like to call it both since some don t get it.,i like to call it both since some don t get it,asian,Q4_2020,0
19275,"Ethics review or ATIKS review, meaning tongpats. #ChinaIsTheEnemy #ChinaLiedPeopleDied #ChinaScammer #ChinaGetOutOfWPS #ChinaCCPIsEvil #XiThePooh #OustDu #OUSTDU30 #dutertaeIsEvilPersonified #dutertaeCorrupt #dutertaeTraitor #dutertaeInutil #OustDuterteNOW #Oustduterte2020",ethics review or atiks review meaning tongpats,asian,Q4_2020,0
19290,Over 119 CCP operatives are working for Pfizer and Aster-Seneca. #CCP_is_terrorist,over 119 ccp operatives are working for pfizer and asterseneca,asian,Q4_2020,0
19293,Also. Blame fucking #China. They caused this and get a free pass. #ChineseVirus,also blame fucking china they caused this and get a free pass,asian,Q4_2020,1
19299,"Some of you cannot stop sending our money to another country even in the face of a Democrat crisis, #ChinaVirus",some of you cannot stop sending our money to another country even in the face of a democrat crisis,asian,Q4_2020,0
19300,". @MaxRose4NY needs to apologize to @realDonaldTrump and he needs to condemn #KillerCuomo for targeting Jews in this #ChinaVirus season, otherwise he will lose this race by a landslide",needs to apologize to and he needs to condemn killercuomo for targeting jews in this chinavirus season otherwise he will lose this race by a landslide,asian,Q4_2020,1
19305,"#CCP, you are just a gang of thugs in history. Fuck off! #CCPChina #CCPVirus #CCPLiedPeopleDied #CCP_is_terrorist",you are just a gang of thugs in history fuck off,asian,Q4_2020,1
19309,F*ck the #CCPChina and the #CCPVirus Careful enough?,fck the ccpchina and the ccpvirus careful enough,asian,Q4_2020,1
19312,Youre a ducking idiot. That LITTLE Effer fame-crazed Guinea Hen has been CONSISTENTLY WRONG ABOUT EVERYTHING. #COVIDVaccine @gatesfoundation #COVIDBetaTest #COVIDMADNESS #CCP #WUHANFLU #CCPVirus #HCQW0RKS #HCQ #FUCKFauci #CORONANAZIS #MasksDontWork #MasksOffAmerica,youre a ducking idiot that little effer famecrazed guinea hen has been consistently wrong about everything,asian,Q4_2020,1
19339,NY Post Editorial Board: China s deadly COVID cover-up was worse than we thought | Tell @TheDemocrats and their sold Chinese media sympathizers @CNN @MSNBC @NBCNews @nytimes @ABC #ChinaVirus was an attack,ny post editorial board china s deadly covid coverup was worse than we thought  tell and their sold chinese media sympathizers chinavirus was an attack,asian,Q4_2020,1
19352,#ChineseVirus COVID 19=Chinese Originated Virus In December 2019,covid 19chinese originated virus in december 2019,asian,Q4_2020,0
19357,"#ChinaVirus #MakeChinaPay #ChinaMustPay @realDonaldTrump @SecPompeo @JustinTrudeau @narendramodi @EP_President @BorisJohnson @EmmanuelMacron @Queen_Europe @CharlesMichel @ScottMorrisonMP @netanyahu @iingwen This bully,the unethical,inhuman &amp; rogue China under ruthless regime of",this bullythe unethicalinhuman  rogue china under ruthless regime of,asian,Q4_2020,1
19368,China reaps what it soes !! #ChineseVirus #WuhanVirus,china reaps what it soes,asian,Q4_2020,0
19372,#COVID-19 vaccine #BNT162b1 elicits human antibody and T H 1 T-cell responses | Nature,19 vaccine bnt162b1 elicits human antibody and t h 1 tcell responses  nature,asian,Q4_2020,0
19377,Seeing recovery cases more than confirmed ones give hope that we would defeat the virus but not being careless. We still have a long way to go and still have to follow the safety processes #ChineseVirus,seeing recovery cases more than confirmed ones give hope that we would defeat the virus but not being careless we still have a long way to go and still have to follow the safety processes chinesevirus,asian,Q4_2020,1
19393,#HCQWorks .. so use it #ChinaVirus,so use it,asian,Q4_2020,0
19395,The commies are losing their grip on #Covid #CCPVirus tyranny!,the commies are losing their grip on tyranny,asian,Q4_2020,0
19400,Fuck China and it s commie gov. #ChinaLiedPeopleDied,fuck china and it s commie gov,asian,Q4_2020,1
19419,Remember when Michael Jordan played with the FLU and he was crowned a HERO for his performance... now if you caugh in a crowd you are on the front page of espn and a terrible person.... anyone who seriously takes this stuff serious is an idiot. #ChinaVirus #COVID19 #covidFraud,remember when michael jordan played with the flu and he was crowned a hero for his performance now if you caugh in a crowd you are on the front page of espn and a terrible person anyone who seriously takes this stuff serious is an idiot,asian,Q4_2020,1
19421,"Are people trying to #BlameTrump for COVID? Its like they think he's omnipotent, a wave of the hand and puff, COVID never enters the US. Meanwhile, back in February, when he banned all travel from China, democrats called it xenophobic and racist. #ChinaVirus",are people trying to blametrump for covid its like they think hes omnipotent a wave of the hand and puff covid never enters the us meanwhile back in february when he banned all travel from china democrats called it xenophobic and racist,asian,Q4_2020,0
19425,"What a dangerous plan by #CCPChina, they have branches across the world and have infiltrated in western companies also. The world is being watched by #Xijinping and its allies like #Pakistan are helping them in this. #BoycottChina @BoycottHegemony",what a dangerous plan by ccpchina they have branches across the world and have infiltrated in western companies also the world is being watched by xijinping and its allies like pakistan are helping them in this,asian,Q4_2020,0
19430,"OTT platforms will now want to hurry up on finishing shows and films that are currently on floor. If we have to face another long lockdown in 2021, what will we do without new content?! #ChineseVirus *#&gt;$@:;**",ott platforms will now want to hurry up on finishing shows and films that are currently on floor if we have to face another long lockdown in 2021 what will we do without new content chinesevirus gt,asian,Q4_2020,1
19433,They would go back and eat dogs and bats to celebrate the moment! #ChineseVirus #COVID19 #China,they would go back and eat dogs and bats to celebrate the moment,asian,Q4_2020,0
19444,"I am sick and tired of hearing animals go extinct because some PoS wants to peform in bed like a porn star, one stays young forever or breast milk will flow like waterfalls. #Extinction #BoycottChina #Biodiversity",i am sick and tired of hearing animals go extinct because some pos wants to peform in bed like a porn star one stays young forever or breast milk will flow like waterfalls,asian,Q4_2020,0
19445,Let s not forget the Chinese Communist Party is responsible for this awful pandemic @POTUS #TrumpCovid has contracted even with daily precautions The #ChineseVirus is working exactly as they wanted #Vote for Biden Will give CCP domination #Vote RED saveUSA Save,let s not forget the chinese communist party is responsible for this awful pandemic trumpcovid has contracted even with daily precautions the chinesevirus is working exactly as they wanted vote for biden will give ccp domination vote red saveusa save,asian,Q4_2020,1
19454,#CCP is political zombies _ is the largest and most sophisticated criminal organization in the world #viruswuhan #virusChinese #CCPVirus,ccp is political zombies _ is the largest and most sophisticated criminal organization in the world,asian,Q4_2020,1
19468,"#CCPvirus it is biological warfare, and they deserve to be repaid in kind! #BoycottChina",it is biological warfare and they deserve to be repaid in kind,asian,Q4_2020,0
19469,"""Behind the pump and dump of Pfizer s stock on the #COVID19 #vaccine news, the real risks of the vaccination that the mainstream media won t tell you."" #CCPVirus #GNEWS #Whistleblowermovement",behind the pump and dump of pfizer s stock on the news the real risks of the vaccination that the mainstream media won t tell you,asian,Q4_2020,0
19471,"UNO totally failed. WHO shielding Covid producer, spreader China killing 1.1m. UNO silent on Azerbaijan Armenia war killing thousands. UNO deaf &amp; dumb on China aggressions in South China sea &amp; India. UN Secy Gen not traceable. #coronavirus #ChinaVirus #SouthChinaSea #UNSC #WHO",uno totally failed who shielding covid producer spreader china killing 11m uno silent on azerbaijan armenia war killing thousands uno deaf  dumb on china aggressions in south china sea  india un secy gen not traceable,asian,Q4_2020,0
19472,"Dog ( @WHO ) is Always Faithful to his Owner , Thats Why @realDonaldTrump takes Outstanding Decision TO STOP FUNDS TO THIS DOG #ChineseVirus #WuhanVirus",dog   is always faithful to his owner  thats why takes outstanding decision to stop funds to this dog,asian,Q4_2020,0
19485,COVID has to be the longest lasting thing ever to be made in China . #china #COVID19 #ChineseVirus,covid has to be the longest lasting thing ever to be made in china,asian,Q4_2020,0
19508,"Just take back your virus, be brave, you have the vaccine! #ChineseVirus",just take back your virus be brave you have the vaccine,asian,Q4_2020,0
19514,You know what's funny? China has the guts to do such but is still hacking US's and other countries data security for their own good. FU China and CCP. #CCP_is_terrorist,you know whats funny china has the guts to do such but is still hacking uss and other countries data security for their own good fu china and ccp,asian,Q4_2020,1
19530,Im so freakin tired of seeing these damn mask police just mind your own damn business!!! #plandemic #falsenumbers #masksdontwork #spreadlovenothate,im so freakin tired of seeing these damn mask police just mind your own damn business,mask,Q4_2020,1
19573,#NoMoreMasks @JanesaysN @PekalaLaw @MsResJudicata @gtconboy @DrMikeMendoza why the censorship #Twitter #AskingForAFriend Twitter blocks post from White House science adviser Scott Atlas,why the censorship twitter blocks post from white house science adviser scott atlas,mask,Q4_2020,0
19581,"Imagine you were the President and covid19 hit, what would you have done different? #lockdown #CCPVirus #COVID19 #vaccines",imagine you were the president and covid19 hit what would you have done different,asian,Q4_2020,0
19583,"Took a swig of the pickle brine this morning whilst making my lunch (I am who I am, leave me alone) and now I am convinced that everyone who has refused to wear a mask just has horrible breath. This is indeed terrible. #maskhole",took a swig of the pickle brine this morning whilst making my lunch i am who i am leave me alone and now i am convinced that everyone who has refused to wear a mask just has horrible breath this is indeed terrible,mask,Q4_2020,0
19585,"So now the entire world knows that @JulieMcCullough was always right about Kirk Cameron who is obviously mentally ill, unstable, and an active threat to the community. #kirkcameron #maskhole",so now the entire world knows that was always right about kirk cameron who is obviously mentally ill unstable and an active threat to the community,mask,Q4_2020,1
19590,Ccp has been corrupting free world countries for years. China is NEVER a peace-loving country it claimed to be ... Please learn from the Wuhan virus cover up and outbreak. #ChinaLiedPeopleDied,ccp has been corrupting free world countries for years china is never a peaceloving country it claimed to be  please learn from the wuhan virus cover up and outbreak,asian,Q4_2020,0
19594,It s way past time! #MasksOffAmerica,it s way past time,mask,Q4_2020,0
19595,They are an idiot!!! #MasksOff #MasksOffAmerica #NoMoreMasks #momasksforme #NoMask #nomasksforme,they are an idiot,mask,Q4_2020,0
19602,A #maskhole in #STL at the DMV. What is wrong with these people?,a maskhole in stl at the dmv what is wrong with these people,mask,Q4_2020,1
19624,"Does #Biden really want Americans to ""wear a #mask all the time""? #PresidentialDebate2020 #Debates2020 #Election2020 #politics #CCPVirus #WuhanVirus #coronavirus #COVID19",does biden really want americans to wear a mask all the time,asian,Q4_2020,0
19632,So much winning with a fake negotiator! #maskhole,so much winning with a fake negotiator,mask,Q4_2020,0
19640,No mask: #maskhole Mask under nose: #nosedick Mask under chin: #chinslinger. All: Relegated to using dull sporks,no mask maskhole mask under nose nosedick mask under chin chinslinger all relegated to using dull sporks,mask,Q4_2020,1
19643,Heathy people don t cause others to get sick. #maskhoax,heathy people don t cause others to get sick,mask,Q4_2020,0
19644,Time to wake up lol #CCPLiedPeopleDied #ccpvrius #CCPChina #Chinazi,time to wake up lol,asian,Q4_2020,0
19649,"#JustTheFlu #NoBigDeal #MaskMandate #Masks #MasksOffAmerica #MaskItOrCasket , We are ALL in this together. Blaming others and golfing doesn't seem to have had the magical effects that someone said would magically fix this Pandemic #KindnessMatters #LoveWithoutBoundaries",we are all in this together blaming others and golfing doesnt seem to have had the magical effects that someone said would magically fix this pandemic,mask,Q4_2020,0
19684,Why do some leaders wear a mask in their profile picture? #126Traitors #covid1984 #lockdown #chinavirus #CCPVirus #BidenWasNotElected #BigTech #Masks #BidenWillNeverBePresident #Wisconsin #FoxValley #PatriotParty #PatriotsInControl #FightLikeFlynn,why do some leaders wear a mask in their profile picture,asian,Q4_2020,0
19706,"One of our county commissioners biggest advocate for wearing masks/mandating the extensions, which are still in effect &amp; just renewed for another 30 days, has caught covid. We are at 1.9% rate out of over 1 million here. The irony. #MasksOffAmerica",one of our county commissioners biggest advocate for wearing masksmandating the extensions which are still in effect  just renewed for another 30 days has caught covid we are at 19% rate out of over 1 million here the irony,mask,Q4_2020,0
19746,Do the police know?!#masksdontwork,do the police know,mask,Q4_2020,0
19749,I'm Not A Scientist .. But I Am An American With Common Sense .. Been Saying This All Along !! #masksdontwork @GovernorLittle @SenatorRisch @MikeCrapo @CongMikeSimpson @boisemayor,im not a scientist  but i am an american with common sense  been saying this all along,mask,Q4_2020,0
19768,Victoria still has an incredibly long way to go to get out of this mess and the amount of braindead and on this thread that are giving #dictatordan a pass for what HIS administrations failings did to the state #freevictoria #SackDanAndrews #sackbrettsutton #NoMoreMasks,victoria still has an incredibly long way to go to get out of this mess and the amount of braindead and on this thread that are giving dictatordan a pass for what his administrations failings did to the state,mask,Q4_2020,1
19774,AND it's far from the only brainwashing happening. #masksdontwork #TTAV #TTAC #PCRFraud #Election2020 #LoveYourNeighbor #ThinkForYourself #LoveAndLogic #TrustButVerify #MSMIsTheEnemyOfThePeople,and its far from the only brainwashing happening,mask,Q4_2020,0
19784,#NoMoreMasks They are making people nasty and crazy from having to wear them and breath their own CO2! Their brains are poisoned!,they are making people nasty and crazy from having to wear them and breath their own co2 their brains are poisoned,mask,Q4_2020,0
19806,This guys tweeting about Covid like it s some sex offender prowling the street #maskoff,this guys tweeting about covid like it s some sex offender prowling the street,mask,Q4_2020,0
19836,"Surprise, surprise. @RudyGiulianli is #COVID +. #WearAMask #RudyGiuliani #politics #maskhole #publichealth #health",surprise surprise is covid,mask,Q4_2020,0
19856,#IWearAMaskBecause power hungry tyrants think they should be able to control my life. #TakeTheMaskOff #TeaParty2,power hungry tyrants think they should be able to control my life,mask,Q4_2020,0
19865,Wearing a mask at the Starbucks drive through like an asshole. #maskhole #maskholes #woke #wokeaf #notnowimbeingwoke #seattlewoke #rainywoke @ Starbucks,wearing a mask at the starbucks drive through like an asshole  starbucks,mask,Q4_2020,0
19877,"#maskhole got in my first grocery store, no mask, fight. I thought I was doing great until the unmasked started screaming and biting herself! Damn, first fight and I get a crazy! But that's an oxymoron, right!",got in my first grocery store no mask fight i thought i was doing great until the unmasked started screaming and biting herself damn first fight and i get a crazy but thats an oxymoron right,mask,Q4_2020,0
19884,This Is What the Dems want in our country... no now freedom. They will be corralling us unless we wake up #DemocratsAreCorrupt #NOJoe2020 #NoMandatoryVaccines #MasksDontWork #MasksOffAmerica,this is what the dems want in our country no now freedom they will be corralling us unless we wake up,mask,Q4_2020,0
19892,70 cases. Meh 700 cases. Meh 7000 cases. Meh 70000 cases. Meh 700000 cases. Meh 7000000 cases. Meh 7300000 cases. Meh 7300002 cases. Aaaaaaaaaaaaaaah Every #maskhole MAGA brickhead can kiss my constipated brown ass,70 cases meh 700 cases meh 7000 cases meh 70000 cases meh 700000 cases meh 7000000 cases meh 7300000 cases meh 7300002 cases aaaaaaaaaaaaaaah every maskhole maga brickhead can kiss my constipated brown ass,mask,Q4_2020,1
19899,These mask mandates need to stop. They don't work. #NoMoreMasks #MasksDontWork #ImmuneSystemBetterThanVac,these mask mandates need to stop they dont work,mask,Q4_2020,0
19902,OMG!!! The privilege is strong with this one! #bonesandscones #MaskUp #maskhole,omg the privilege is strong with this one,mask,Q4_2020,0
19929,Yep. Wish @GovAbbott would be so brave. #NoMoreMasks,yep wish would be so brave,mask,Q4_2020,0
19932,"#masks #masksdontwork please keep track of mask idiots so you can avoid them in the future. We are not using medical grade masks, therefore, we are only supposedly protecting others from our spittle. NO SCIENCE on that cuz studies only exist for medical-grade",masks masksdontwork please keep track of mask idiots so you can avoid them in the future we are not using medical grade masks therefore we are only supposedly protecting others from our spittle no science on that cuz studies only exist for medicalgrade,mask,Q4_2020,1
19981,"In other words, the #Canadian way is to STAND UP against tinpot #dictators and #FightBack. We want #Law &amp; #Order in #Canada and the base of that is our #Rights &amp; #Freedoms. #NoMoreLockdowns #NoMoreMasks #canpoli #bcpoli #abpoli #polqc #mbpoli #cdnpoli #onpoli #vanpoli #topoli",in other words the canadian way is to stand up against tinpot dictators and fightback we want law  order in canada and the base of that is our rights  freedoms,mask,Q4_2020,0
19995,I m with @DanForestNC!!! @NC_Governor is a fraud and liar. It s time to #TakeOutTheTrash!! #MyGovernorsAnIdiot #LockdownsDontWork #NoMoreMasks #ReopenNC #RunForestRun #VoteInPerson2020,i m with  is a fraud and liar it s time to takeoutthetrash,mask,Q4_2020,0
20007,"Does anyone else find it strange we have heard crickets about @FLOTUS , @PressSec and @VP seems to be in hiding. And when will the public be told the truth about @POTUS and when he had his last negative test? Most transparent president my arse. #PresidentTwatWaffle #maskhole",does anyone else find it strange we have heard crickets about  and seems to be in hiding and when will the public be told the truth about and when he had his last negative test most transparent president my arse,mask,Q4_2020,0
20008,#fightingforfreedom and they won masking in Vancouver is voluntary!!! #takeoffyourmask,fightingforfreedom and they won masking in vancouver is voluntary,mask,Q4_2020,0
20009,Zeke Emmanuel is freaking moron! His scientific study was designed to produce only one result. That ORANGE MAN BAD!!!! Vote for Commies! #COVIDIOT @SquawkCNBC #MasksOffAmerica #DemocratsHateAmerica,zeke emmanuel is freaking moron his scientific study was designed to produce only one result that orange man bad vote for commies,mask,Q4_2020,1
20029,What s the point of wearing a mask if you re then going to wear it below your nose? #maskhole Just rolling my eyes here.,what s the point of wearing a mask if you re then going to wear it below your nose maskhole just rolling my eyes here,mask,Q4_2020,1
20035,That s just sad! Me personally will never wear one. Don t even own one. #NoMoreMasks,that s just sad me personally will never wear one don t even own one,mask,Q4_2020,0
20059,Alot of sheep out there... Its a shame that thinking for yourself is a rare trait these days. #masksdontwork #constitutionalrights #SaveAmerica,alot of sheep out there its a shame that thinking for yourself is a rare trait these days,mask,Q4_2020,0
20064,"U fkn selfish mthrfkrs. It s ur selfishness overloading hospitals, filled all ICUs, overstretched/overstressed front line ppl who re actually the LAST stop. Playing ur fkn selfish game of #maskoff just for UR fkn comfort only that s killing our citizenry. Ur mom raise u that way?",u fkn selfish mthrfkrs it s ur selfishness overloading hospitals filled all icus overstretchedoverstressed front line ppl who re actually the last stop playing ur fkn selfish game of maskoff just for ur fkn comfort only that s killing our citizenry ur mom raise u that way,mask,Q4_2020,1
20077,MASK OFF!!Fellow Barbadians...Its not what it looks like..At This Time I take back Evryting I said about @ak1ra.c ..SHE CYAANNNN COOK...DONT EAT THE PIE!!!! #tiktok #bajan #maskoff #comedy,mask offfellow barbadiansits not what it looks likeat this time i take back evryting i said about c she cyaannnn cookdont eat the pie,mask,Q4_2020,0
20089,#Oklahoma: hold my beer! @GovStitt #maskhole,hold my beer,mask,Q4_2020,0
20093,And we Floridians are free to wear a mask if we WANT TO. We don't need a mask law or mandate to tell us what's in our best interests. #MasksDontWork #mask #MasksOffAmerica #masks,and we floridians are free to wear a mask if we want to we dont need a mask law or mandate to tell us whats in our best interests,mask,Q4_2020,0
20094,Such a freaking #maskhole. And the other kind of hole too. #VoteJoeBiden #VotBlue,such a freaking maskhole and the other kind of hole too,mask,Q4_2020,1
20128,"#WearAMask #WearADamnMask Don t be a #maskhole -be kind, wear a mask, was your hands, socially distance yourself.",don t be a maskhole be kind wear a mask was your hands socially distance yourself,mask,Q4_2020,0
20131,"If democrats are speaking the truth, their masks must be filtering it out. All I hear are their lies. #NoMoreMasks #CancelDemocrats #CovidIsALie",if democrats are speaking the truth their masks must be filtering it out all i hear are their lies,mask,Q4_2020,1
20149,When covid is over mask off will be the #1 song in the world and then we will finally understand why his name is future #maskoff @1future,when covid is over mask off will be the 1 song in the world and then we will finally understand why his name is future,mask,Q4_2020,0
20191,"#takeoffyourmask it's time! Get this trending make a difference, this isn't like storming the beaches of Normandy",its time get this trending make a difference this isnt like storming the beaches of normandy,mask,Q4_2020,0
20193,Take off the pussy hats and refuse to mask #maskoff motherfuckers,take off the pussy hats and refuse to mask maskoff motherfuckers,mask,Q4_2020,1
20202,"The #maskhole, supposedly contagious, takes off his mask, thereby threatening everyone around him. #AttemptedMurder #CovidiotInChief",the maskhole supposedly contagious takes off his mask thereby threatening everyone around him,mask,Q4_2020,1
20221,Day 226 of 15 days to flatten the curve. #NJ #NewJersey #MasksOffAmerica #Murphy #scamdemic2020,day 226 of 15 days to flatten the curve,mask,Q4_2020,0
20236,Demonic liberals believe that masks save them from getting Corona when the truth is more people tested positive for Corona AFTER mask mandates than before the mandates. They're so gullible they believe everything their government masters tell them. #MasksOffAmerica,demonic liberals believe that masks save them from getting corona when the truth is more people tested positive for corona after mask mandates than before the mandates theyre so gullible they believe everything their government masters tell them,mask,Q4_2020,1
20237,"Canada is completely known as the ""germaphobia"" nation. GROW UP PEOPLE... #BurnYourMask Stop wearing them in stores, in your car and at home. #GrowUp",canada is completely known as the germaphobia nation grow up people burnyourmask stop wearing them in stores in your car and at home,mask,Q4_2020,0
20240,I don't believe for a second this is going away next week. I think that is foolish thinking. This is a long term plan. Fight back. Your children's future depends on it. #TakeTheMaskOff,i dont believe for a second this is going away next week i think that is foolish thinking this is a long term plan fight back your childrens future depends on it,mask,Q4_2020,0
20249,Hey #WearYourDamnMask #WearYourMask #maskswork #MaskUp #maskssavelives you might want to reconsider because #masksdontwork #FactsMatter don t be a #maskhole,hey you might want to reconsider because don t be a,mask,Q4_2020,0
20300,"Selfish people who think they know more than the medical experts, continuing to put medical staff at risk. Wear your mask. Social distance. Don't be a #maskhole. #COVIDIOTS #GOPDeathCult",selfish people who think they know more than the medical experts continuing to put medical staff at risk wear your mask social distance dont be a maskhole,mask,Q4_2020,1
20319,Good point!! Any #maskers in the house? #COVID19 #antimasker #NoMasks #maskoff #Masksoff #coronavirus,good point any maskers in the house,mask,Q4_2020,0
20322,#maskoff #MasksDontWork #masks DON'T LEAVE YOUR FACE FACE MUZZLES ON THE FLOOR YOU C$%&amp;,maskoff dont leave your face face muzzles on the floor you c%,mask,Q4_2020,1
20351,Attention @dougducey the most recent evidence an RCT with more than 3k participants say masks don t work. #masksdontwork,attention the most recent evidence an rct with more than 3k participants say masks don t work,mask,Q4_2020,0
20357,Things that matter to me (in no particular order): My Bible My Freedom My Liberties My Family My Rights My Choice. #TakeTheMaskOff #AntiNeedles,things that matter to me in no particular order my bible my freedom my liberties my family my rights my choice,mask,Q4_2020,0
20383,Right here is a perfect example of Anti Zionists @jvplive WEAPONZING their Jewishness against majority of Jews! We would never celebrate and give a toast (L'chaim)to the Intifada which resulted in hundreds of dead Jews! #maskoff - This IS Anti Semitism n not mere critisim of ISR,right here is a perfect exle of anti zionists weaponzing their jewishness against majority of jews we would never celebrate and give a toast lchaimto the intifada which resulted in hundreds of dead jews maskoff  this is anti semitism n not mere critisim of isr,mask,Q4_2020,0
20393,"Anyone and I mean anyone who uses sunscreen is a coward, a loser and a weak human. #ManUp #cookyerself #MasksOffAmerica",anyone and i mean anyone who uses sunscreen is a coward a loser and a weak human,mask,Q4_2020,1
20402,"There will be an abnormal higher number of deaths due to suicide and other preventable illnesses, not treated bcs fear of COVID, and we ll have more people being treated of anxiety and depression #maskoff",there will be an abnormal higher number of deaths due to suicide and other preventable illnesses not treated bcs fear of covid and we ll have more people being treated of anxiety and depression,mask,Q4_2020,0
20403,All that yt Zaddy shit go out the window when you know they came to kill and rape somethin. #maskoff,all that yt zaddy shit go out the window when you know they came to kill and rape somethin,mask,Q4_2020,1
20419,Fucking freaky fickle Fauci is a flunky for Bill Gates global attempt to rule the world through the healthcare system by terrifying people into submission. Probably Trump s worst pic ever. I am a #NeverMasker,fucking freaky fickle fauci is a flunky for bill gates global attempt to rule the world through the healthcare system by terrifying people into submission probably trump s worst pic ever i am a,mask,Q4_2020,1
